position, name, price, sponsored, number of reviews, rating, asin, rankings, producer, url 
sponsor : 1,Bronson Vitamin A 10000 IU Premium Non-GMO Formula Supports Healthy Vision & Immune System and Healthy Growth & Reproduction 250 Softgels,$14.99,Yes,1185,4.7 , B0006ZUS92 ,#2230 in Health & Household #1 in Vitamin A Supplements, Bronso,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A08598082O2IOE1M70NBN&url=%2FBronson-Vitamin-Supports-Reproduction-Softgels%2Fdp%2FB0006ZUS92%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Dvitamin%26qid%3D1593535194%26sr%3D8-1-spons%26psc%3D1&qualifier=1593535194&id=5249799056930292&widgetName=sp_atf
